unit,age,sex,severity,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
PC,TOTAL,T,FATALITY,CZ	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,DE	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,DK	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,EE	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,EL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,ES	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,EU15	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,EU27	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,EU28	: 	100 	100 	100 	100 	: 
PC,TOTAL,T,FATALITY,FI	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,FR	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,HR	: 	100 	100 	100 	: 	: 
PC,TOTAL,T,FATALITY,HU	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,IE	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,IT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,LT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,LU	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,LV	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,MT	100 	100 	0 	100 	100 	100 
PC,TOTAL,T,FATALITY,NL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,TOTAL,T,FATALITY,PL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,PT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,RO	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,SE	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,SI	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,SK	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,FATALITY,UK	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,AT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,BE	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,BG	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,CH	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,CY	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,CZ	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,DE	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,DK	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,EE	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,EL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,ES	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,EU15	: 	100 e	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,EU27	: 	100 e	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,EU28	: 	100 e	100 	100 	100 	: 
PC,TOTAL,T,GE_D4,FI	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,FR	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,HR	: 	100 	100 	100 	: 	: 
PC,TOTAL,T,GE_D4,HU	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,IE	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,IT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,LT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,LU	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,LV	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,MT	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,NL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,TOTAL,T,GE_D4,PL	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,PT	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,RO	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,SE	100 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,SI	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,SK	: 	100 	100 	100 	100 	100 
PC,TOTAL,T,GE_D4,UK	: 	100 	100 	100 	100 	100 
PC,TOTAL,UNK,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,DE	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,EU15	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,EU27	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
PC,TOTAL,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,TOTAL,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,TOTAL,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,BE	: 	100 	100 	100 	100 	100 
PC,TOTAL,UNK,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,CH	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,CY	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,CZ	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,DE	0 	100 	100 	100 	100 	100 
PC,TOTAL,UNK,GE_D4,DK	: 	100 	100 	100 	100 	100 
PC,TOTAL,UNK,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,EL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,EU15	: 	100 u	100 e	100 u	100 u	100 u
PC,TOTAL,UNK,GE_D4,EU27	: 	100 u	100 e	100 u	100 u	100 u
PC,TOTAL,UNK,GE_D4,EU28	: 	100 u	100 e	100 u	100 u	: 
PC,TOTAL,UNK,GE_D4,FI	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,FR	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,TOTAL,UNK,GE_D4,HU	: 	0 	0 	0 	0 	100 
PC,TOTAL,UNK,GE_D4,IE	: 	100 	100 	100 	100 	100 
PC,TOTAL,UNK,GE_D4,IT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,LT	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,LV	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,PT	: 	0 	0 	0 	0 	: 
PC,TOTAL,UNK,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,SE	0 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,TOTAL,UNK,GE_D4,UK	: 	100 	100 	100 	0 	100 
PC,UNK,F,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,DE	0 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,EU15	: 	0 	1.77 	0 	0 	1.49 
PC,UNK,F,FATALITY,EU27	: 	0 	1.18 	0 	0 	0.79 
PC,UNK,F,FATALITY,EU28	: 	0 	1.17 	0 	0 	: 
PC,UNK,F,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,UNK,F,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,IT	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,NL	: 	0 	0 	0 	0 	100 
PC,UNK,F,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,UNK,F,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,UNK,F,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,SE	0 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,UNK,F,FATALITY,UK	: 	0 	25 	0 	0 	0 
PC,UNK,F,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,BE	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,CH	0.05 	0.05 	0.08 	0.13 	0.13 	0.28 
PC,UNK,F,GE_D4,CY	0 	0 	0 	0 	0 	0.78 
PC,UNK,F,GE_D4,CZ	: 	0 	0 	0.29 	0.11 	0.05 
PC,UNK,F,GE_D4,DE	0.25 	0.24 	0.29 	0.35 	0.24 	0.5 
PC,UNK,F,GE_D4,DK	: 	0 	0 	0 	0 	0.03 
PC,UNK,F,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,EL	: 	0 	0 	0 	0.92 	1.12 
PC,UNK,F,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,EU15	: 	2 	1.49 	1.53 	1.4 e	1.39 
PC,UNK,F,GE_D4,EU27	: 	1.83 	1.39 	1.42 	1.3 e	1.26 
PC,UNK,F,GE_D4,EU28	: 	1.82 	1.38 	1.42 	1.3 e	: 
PC,UNK,F,GE_D4,FI	: 	0 	0 	0 	0 	0.01 
PC,UNK,F,GE_D4,FR	: 	0 	0 	0.76 	0.76 	0.8 
PC,UNK,F,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,UNK,F,GE_D4,HU	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,IE	: 	3.24 	4.15 	3.9 	4.25 	24.83 
PC,UNK,F,GE_D4,IT	: 	0.28 	0.22 	0.19 	0.19 	0.08 
PC,UNK,F,GE_D4,LT	: 	0 	0.2 	0 	0 	0 
PC,UNK,F,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,LV	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,UNK,F,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,PT	: 	0.29 	1.22 	1.81 	1.51 	: 
PC,UNK,F,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,SE	0.03 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,UNK,F,GE_D4,UK	: 	24.72 	20.62 	18.65 	15.46 	14.5 
PC,UNK,M,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,DE	0 	0 	0 	0 	0.37 	0 
PC,UNK,M,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,EU15	: 	1.27 	0.8 	0.62 	0.81 	3.57 
PC,UNK,M,FATALITY,EU27	: 	0.88 	0.57 	0.42 	0.55 	2.25 
PC,UNK,M,FATALITY,EU28	: 	0.87 	0.57 	0.42 	0.56 	: 
PC,UNK,M,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,FR	: 	0 	0 	0.59 	0.8 	0.96 
PC,UNK,M,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,UNK,M,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,IT	: 	5.15 	3.14 	1.49 	2.46 	3.2 
PC,UNK,M,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,MT	0 	0 	0 	0 	0 	50 
PC,UNK,M,FATALITY,NL	: 	0 	0 	0 	0 	100 
PC,UNK,M,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,UNK,M,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,UNK,M,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,SE	0 	5 	0 	0 	0 	0 
PC,UNK,M,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,UNK,M,FATALITY,UK	: 	4.82 	4.3 	3.09 	0 	2.41 
PC,UNK,M,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,BE	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,CH	0.02 	0.04 	0.02 	0.05 	0.04 	0.09 
PC,UNK,M,GE_D4,CY	0 	0 	0 	0 	0 	0.99 
PC,UNK,M,GE_D4,CZ	: 	0 	0 	0.22 	0.23 	0.1 
PC,UNK,M,GE_D4,DE	0.22 	0.24 	0.22 	0.22 	0.28 	0.3 
PC,UNK,M,GE_D4,DK	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,EL	: 	0 	0 	0 	0.84 	0.85 
PC,UNK,M,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,EU15	: 	1.66 	1.27 	1.14 	1.14 e	0.94 
PC,UNK,M,GE_D4,EU27	: 	1.55 	1.2 	1.07 	1.07 e	0.87 
PC,UNK,M,GE_D4,EU28	: 	1.54 	1.19 	1.07 	1.07 e	: 
PC,UNK,M,GE_D4,FI	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,FR	: 	0 	0 	0.71 	0.82 	0.87 
PC,UNK,M,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,UNK,M,GE_D4,HU	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,IE	: 	2.53 	3.32 	3.98 	3.05 	14.89 
PC,UNK,M,GE_D4,IT	: 	0.73 	0.65 	0.59 	0.53 	0.05 
PC,UNK,M,GE_D4,LT	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,LV	: 	0.14 	0 	0 	0 	0 
PC,UNK,M,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,UNK,M,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,PT	: 	0.41 	1.2 	1.8 	1.51 	: 
PC,UNK,M,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,SE	0.02 	0.04 	0.01 	0 	0 	0 
PC,UNK,M,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,UNK,M,GE_D4,UK	: 	21.07 	17.19 	13.28 	12.07 	12.09 
PC,UNK,T,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,DE	0 	0 	0 	0 	0.36 	0 
PC,UNK,T,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,EU15	: 	1.23 	0.83 	0.59 	0.78 	3.49 
PC,UNK,T,FATALITY,EU27	: 	0.86 	0.59 	0.4 	0.53 	2.19 
PC,UNK,T,FATALITY,EU28	: 	0.84 	0.59 	0.4 	0.53 	: 
PC,UNK,T,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,FR	: 	0 	0 	0.55 	0.74 	0.91 
PC,UNK,T,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,UNK,T,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,IT	: 	5.06 	3.01 	1.42 	2.4 	3.09 
PC,UNK,T,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,MT	0 	0 	0 	0 	0 	50 
PC,UNK,T,FATALITY,NL	: 	0 	0 	0 	0 	100 
PC,UNK,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,UNK,T,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,UNK,T,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,SE	0 	4.76 	0 	0 	0 	0 
PC,UNK,T,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,UNK,T,FATALITY,UK	: 	4.71 	5.15 	3.09 	0 	2.41 
PC,UNK,T,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,BE	: 	0 	0.01 	0.02 	0.02 	0.04 
PC,UNK,T,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,CH	0.02 	0.04 	0.03 	0.06 	0.06 	0.12 
PC,UNK,T,GE_D4,CY	0 	0 	0 	0 	0 	0.95 
PC,UNK,T,GE_D4,CZ	: 	0 	0 	0.24 	0.2 	0.09 
PC,UNK,T,GE_D4,DE	0.23 	0.24 	0.23 	0.24 	0.27 	0.34 
PC,UNK,T,GE_D4,DK	: 	0.15 	0.11 	0.16 	0.38 	0.65 
PC,UNK,T,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,EL	: 	0 	0 	0 	0.85 	0.89 
PC,UNK,T,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,EU15	: 	1.74 	1.32 	1.22 	1.2 e	1.04 
PC,UNK,T,GE_D4,EU27	: 	1.61 	1.24 	1.15 	1.12 e	0.96 
PC,UNK,T,GE_D4,EU28	: 	1.61 	1.23 	1.15 	1.13 e	: 
PC,UNK,T,GE_D4,FI	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,FR	: 	0 	0 	0.72 	0.8 	0.85 
PC,UNK,T,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,UNK,T,GE_D4,HU	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,IE	: 	2.85 	3.52 	4.14 	3.51 	16.9 
PC,UNK,T,GE_D4,IT	: 	0.63 	0.56 	0.5 	0.46 	0.05 
PC,UNK,T,GE_D4,LT	: 	0 	0.06 	0 	0 	0 
PC,UNK,T,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,LV	: 	0.1 	0 	0 	0 	0 
PC,UNK,T,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,UNK,T,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,PT	: 	0.38 	1.2 	1.8 	1.51 	: 
PC,UNK,T,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,SE	0.02 	0.03 	0.01 	0 	0 	0 
PC,UNK,T,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,UNK,T,GE_D4,UK	: 	21.92 	17.97 	14.51 	12.85 	12.69 
PC,UNK,UNK,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,DE	0 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,EU15	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,EU27	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
PC,UNK,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,UNK,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,UNK,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
PC,UNK,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
